"Nama ","Review","Label"
"ROCKET JUDGMENT","Susah amat gw beli tiket konser rasa ngantri sembako tapi di random ngbagiinnya ... Uninstall aja terus report . Tolong dong kalo ada tiket konser pasang server baru biar lebuh banyak yg di muat","NEGATIF"
"mus muliady","_ KECEWA ... Heran,, Kenapa tidak sesuai tarif yang tertera dengan tarif disaat kita sudah keep dan akan transfer uangnya...???","NEGATIF"
"Deni SP","Pesan tiket di Traveloka untuk 7 orang. sudah dapat e-tiket dan berhasil cek in online, sudah dapat Boarding pass dan no kursi, setengah jam sebelum keberangkatan 4 orang di cancel sepihak oleh maskapai penerbangan. 3 orang yg berangkat di beri boarding pass baru dg no kursi yg beda dari boarding pa...Ulasan LengkapPesan tiket di Traveloka untuk 7 orang. sudah dapat e-tiket dan berhasil cek in online, sudah dapat Boarding pass dan no kursi, setengah jam sebelum keberangkatan 4 orang di cancel sepihak oleh maskapai penerbangan. 3 orang yg berangkat di beri boarding pass baru dg no kursi yg beda dari boarding pass awal pesan di Traveloka (tiket Traveloka tidak berlaku?). Saran kalo mau beli tiket untuk 1-2 orang aman aja di Traveloka, kalo lebih dari 2 orang lebih baik lewat aplikasi lain aja. Tanggapi ini!","NEGATIF"
"Anita Carolina","Pelayanan dan infonya tidak jelas..saya sdh beberapa kali memesan hotel tp baru kali ini saya mau refund, stp saya psan hotel selalu pilih yg bs refund. Saya pesan booking tgl 8 nov utk tgl 17 nov, disitu udh jelas2 tertulis ""gratis biaya pembatalan sebelum tgl 14 november dan dikenakan biaya pembat...Ulasan LengkapPelayanan dan infonya tidak jelas..saya sdh beberapa kali memesan hotel tp baru kali ini saya mau refund, stp saya psan hotel selalu pilih yg bs refund. Saya pesan booking tgl 8 nov utk tgl 17 nov, disitu udh jelas2 tertulis ""gratis biaya pembatalan sebelum tgl 14 november dan dikenakan biaya pembatalan setelah tanggal 14 november"" saya memang membatalkan tgl 15 november, seharusnya dr info diatas masih bisa dong tp dikenakan biaya pembatalan bbrp persen, tp kenyataannya ga bs refund!!","NEGATIF"
"apriliana mustika","Ganti nomer hp aja ribet banget, ditanya ini itu ujung2nya minta surat pernyataan. Padahal kalau udah jelas email, ktp dan histori kan udah pasti dia pemilik akun. Jaman udah digital begini, masih ada disuruh nulis2 dikertas trus difoto. Udah kayak anak TK aja. Masa kalah sama aplikasi2 yg lain, yg ...Ulasan LengkapGanti nomer hp aja ribet banget, ditanya ini itu ujung2nya minta surat pernyataan. Padahal kalau udah jelas email, ktp dan histori kan udah pasti dia pemilik akun. Jaman udah digital begini, masih ada disuruh nulis2 dikertas trus difoto. Udah kayak anak TK aja. Masa kalah sama aplikasi2 yg lain, yg prosesnya gak pake ribetttttt kyk traveloka. Payah","NEGATIF"
"Sopiyan Hendra","Pelayanan Customer Servicenya lama banget, Telpon dua kali, sampe nunggu 3 Menit, Parah, Pebaiki Kecepatan Kinerja Pelayanan Customer Service nya, Masa Pelanggan Disuruh Nunggu Lama.","NEGATIF"
"Kiky Ardy'an","Kenapa saldo paylater saya berkurang, Yg awalnya 4,4 juta Sekarang malah berkurang menjadi 2,2 juta, Itu sangat merugikan saya, karna saya sering mengunakan paylater,!!!!!!!!!!!!","NEGATIF"
"Rajasake Official","Refund pesawat ribet, mahal, melebihi batas estimasi pencarian dana yg sudah ditentukan. Tidak bisa melakukan penanganan yang baik untuk kesalahan input pada e tiket terutama tiket pesawat sekalipun kesalahan pada aplikatornya Kecewa bgt Sepengetahuan saya. Saya kehilangan uang refund hampir 3 juta ...Ulasan LengkapRefund pesawat ribet, mahal, melebihi batas estimasi pencarian dana yg sudah ditentukan. Tidak bisa melakukan penanganan yang baik untuk kesalahan input pada e tiket terutama tiket pesawat sekalipun kesalahan pada aplikatornya Kecewa bgt Sepengetahuan saya. Saya kehilangan uang refund hampir 3 juta dalam 1 kali pesanan So hati* aja","NEGATIF"
"Mohammad anugrah Mahadiskara","Baru kali ini kecewa dengan pihak traveloka ... refund saya sudah lewat 14 hari kerja belum dikembalikan oleh pihak oyo Dan aplikasi traveloka tidak bertanggung jawab.padahal saya pesan dari apk traveloka .","NEGATIF"
"Fience Fiar","Kepada yth Traveloka, mau tanya apakah pembelian tiket via traveloka tdk bisa di cetak print di traveling ataupun di agen penerbangan yang saya pilih, ...mohon pencerahannya????","NEGATIF"
"Chanel Beda Usia","Sangat mengecewakan sekali Traveloka. saya mesan tiket dan bagasi 20kg lalu saya reschedule 1 hari sblm keberangkatan. di poin syarat dan ketentuan reschedule flight tidak ada di jelaskan bahwa untuk penerbangan yg telah d reschedule bagasi nya hangus tapi nyatanya bagasi saya untuk penerbangan stlh...Ulasan LengkapSangat mengecewakan sekali Traveloka. saya mesan tiket dan bagasi 20kg lalu saya reschedule 1 hari sblm keberangkatan. di poin syarat dan ketentuan reschedule flight tidak ada di jelaskan bahwa untuk penerbangan yg telah d reschedule bagasi nya hangus tapi nyatanya bagasi saya untuk penerbangan stlh d reschedule hangus. akibat kebijakan Traveloka yang sanggat tidak jelas dari syarat ketentuan yg tidk d cantumkan pada poin.. saya merasa sanggat di rugikan sekali ini namanya PENIPUAN.....","NEGATIF"
"Fauzi Zee","Parah.. penipuan sudah top up 500rb tapi sampai hari ini uang blm masuk ,,pihak Traveloka tidak ada tanggung jawabnya sama sekali..hati2 yang pada top up jgn top up disini bahaya","NEGATIF"
"Cipto Hosari","Saya mau lihat detail pesawat,tapi error terus yang ada hanya kata""Maaf, terdapat kendala di sistem kami"" itu terus,saya pikir hanya karena koneksi internet saja,rupanya besoknya keadaan nya masih sama saja,untuk kali ini saya kasih bintang 1 dulu,","NEGATIF"
"Ayah Bima","Tiba2 Aplikasi sangat lemot..tidak bisa dipakai..coba buka aplikasi lain yg lebih berat..lancar2 saja..kenapa ya min..saat2 genting malah lelet?","NEGATIF"
"brownies n friends","Hati2 booking tiket pesawat pake traveloka, jgn sampe kjadian kyk sy. Salah tgl booking, akhirnya mesti bayar biaya tambahan hampir sbesar harga tiketnya buat reschedule jadwal penerbangannya","NEGATIF"
"Dina zafitri","Traveloka aplikasi bagus,tapi PAYAH kerjasamanya sama uangku sy sangat kecewa uang yg saya tranfer untuk ke uangku tidak masuk padahal benar an smartfren telecom BCA dan nominal transfernya sudah bener dengan dijit dibelakangnya.jelas sangat menyusahkan.","NEGATIF"
"Awan Harajuku","Saya kecewa kali ini,saya sudah pasang notif untuk pemesanan tiket kereta dan pada akhir nya notif pun tak ada tiket pun habis itu pun telat dari kemunculan yang harus nya jm 00:00 ini malah sampe jam 00:30 baru rilis,dan itu pun sudah habis semua,,,saran aja sih kaya nya percuma deh ngadain fitur n...Ulasan LengkapSaya kecewa kali ini,saya sudah pasang notif untuk pemesanan tiket kereta dan pada akhir nya notif pun tak ada tiket pun habis itu pun telat dari kemunculan yang harus nya jm 00:00 ini malah sampe jam 00:30 baru rilis,dan itu pun sudah habis semua,,,saran aja sih kaya nya percuma deh ngadain fitur notif untuk pemesanan tiket kaya gitu gk guna banget","NEGATIF"
"Palwi Alkudsi","Aq pernah dapat perlakuan yg kurang baik sm petugas atau security bandra dia anggap kami ini seorang tkw atau tki hingga ditahan hampir gk jdi berangkat tp syukur bs terbang juga,tp seandaix kami tidak bisa brangkat pada saat itu siapakah yg akan bertanggung jawab....?","NEGATIF"
"Dhony Prayudi","Apanya ini mau coba dafta paylater , kenapa udh foto KTP berkali2 malah di bilang kabur tidak jelas lah fotonya , padahal sudah sangat jelas nama KTP saya dan nomor NIK .. terus salahnya dimana .. gak jelas kali !!","NEGATIF"
"Riski Fatulloh","Beberapa hari ini traveloka eror terus kenapa ya? Sy mau booking melalui traveloka kok terus - terusan muncul pemberitahuan "" terjadi masalah di sistem kami "" mau sampai kapan perbaikan sistem nya ?","NEGATIF"
"Roy Kumowal","Saya adalah pengguna Traveloka apabila akan bepergian ke luar kota. Saya berharap traveloka dapat bekerja sama dengan Kapal laut berkenaan sulitnya menemukan aplikasi online terpercaya untuk pesan tiket kapal laut.","NEGATIF"
"Dewi Nd","Udah pesan booking hotel tgl 15 jan hri udah last minutes ternyata pas checkin ga bisa.. solusinya nyari hotel lain.. parah ga bisa nyelesain permasalahan saya..terlalu banyak janji","NEGATIF"
"Risa","Sudah memesan hotel tp traveloka tidak bekerja sama dengan hotel tersebut bukannya uang dikembalikan malah disuruh mengalihkan ke hotel oyo yg jauh dr hotel tujuan. Tolong dikembalikan uang saya","NEGATIF"
"adank muliawan","Saya slalu menggunakan traveloka untuk stiap liburan keluarga.tapi sejak traveloka tidak ada maskapai air asia jadi sedikit kecewa karna tetangga saya selalu minta tolong memesankan tiket untuk berobat ke negri sebelah yg paling murah tiketnya hanya air asia.jadi terpaksa saya menggunakan aplikasi l...Ulasan LengkapSaya slalu menggunakan traveloka untuk stiap liburan keluarga.tapi sejak traveloka tidak ada maskapai air asia jadi sedikit kecewa karna tetangga saya selalu minta tolong memesankan tiket untuk berobat ke negri sebelah yg paling murah tiketnya hanya air asia.jadi terpaksa saya menggunakan aplikasi lain untuk pesan tiket air asia.","NEGATIF"
"Rasyid Febrian","Kecewa, boording pass error.. tolong di perbaiki, kedepannya lebih teliti lagi.. jngn terjadi mcm ini lagi. Dh rugi gk bisa terbang gara2 error di boarding pass.","NEGATIF"
"iqbal clerk","Pelayanan buruk.terlalu memilih2","NEGATIF"
"Andi Meilani","Tolong infonya knp akun paylater saya tidak tersedia pdhal sy sering melakukan pembayaran sebelum jatuh tempo malah pembayaran bulan depan sy sudah bayar. Ini maksudnya apa yah? Tolong penjelasannya, apakah sy sdh tdk bisa menggunakannya lagi dan gmana dg tagihan sy yg bulan berikutnya?","NEGATIF"
"Alya Aini","Saya pengguna baru traveloka. Saya coba top up Uangku dengan cara transfer pakai kartu BCA. Terus disuruh transfernya ke atas nama PT. Smartfren. Saya sudah lakukan tapi kenapaa ya , saldonya masih Nol sampai skrg? Kemarin statusnya tertunda skrg udah gaada . Di status selesai ngga ada di status ter...Ulasan LengkapSaya pengguna baru traveloka. Saya coba top up Uangku dengan cara transfer pakai kartu BCA. Terus disuruh transfernya ke atas nama PT. Smartfren. Saya sudah lakukan tapi kenapaa ya , saldonya masih Nol sampai skrg? Kemarin statusnya tertunda skrg udah gaada . Di status selesai ngga ada di status tertunda ngga ada. Salah saya darimana ? Mohon respon. Saya mau pakai traveloka tapi kalau tau kaya gini saya jadi takut.","NEGATIF"
"be innik","Akan lebih baik lagi jika tersambung dengan aplikasi at layanan transportasi online seperti g*jek at gr*b dan lain lain. Karena saat mencari hotel kemarin di satu kota ada 2 hotel sama dan saya nyasar ke hotel yg bukan mau saya boking","NEGATIF"
"jejak kaki kita","Aplikasi penipuan.. katanya bisa bayar di hotel, tapi harus pake jaminan paylater, dan paylater saya kepotong saldonya .. gagal paham sama metode nya.. bikin ribet, pusing.. dipikir saya ga bisa bayar harus pake jaminan.. klo seperti itu ga usah pake pembayaran di hotel.. anehh","NEGATIF"
"Bungaran Situmorang","Proses refund yg berbelit2, sdh hampir 1 bulan uang saya tdk di tranfer2 Pelayanan refund yg sangat jelek seharusnya proses refund tdk perlu waktu berhari2 tinggal transfer kan beres!","NEGATIF"
"Desy Maya Sari","Taik emg ni ap traveloka, kuota ada, sinyal bagus, kita lg buruÂ² mau boking hotel ket. Nya selalu periksa koneksi, padahal ap lain bisa d buka. Ap brengsek!!!","NEGATIF"
"Arin Dewi","Ini aplikasi traveloka kenapa dah? Untuk buka pilihan asuransi nya nggak bisa sama sekali, begitu di klik selalu balik ke beranda awal, udah di update ga ada perubahan tetap seperti itu..","NEGATIF"
"Candra Tedi","Tolong treveloka sedikit bijak. Bagasi pindah persawat tak ada pemberitahuan kapan pengambilan saat transit. Tas koper saya ketinggalan di jakarta gara2 transit ngak ada aba2 dan pemberitahuan","NEGATIF"
"Marvin Siahaan","Sangat buruk. Pengembalian Refund tiket saya sangat lama. Padahal pihak penerbangan sudah mengembalikan ke pihak traveloka. Customer care nya terlalu berisik. Harus berulang-ulang ngomong supaya jelas dengar dan akhirnya pulsa habis dan tidak ada kelanjutan. Benar2 kecewa.","NEGATIF"
"Amie Ara","Saya suka sekali bertransaksi utk pembelian tiket di app ini tapi kali ini sangat mengecewakan?? Dlm Pengajuan refundnya sih ga bgtu ribet, tapi pd saat penerimaan dana kembali waow sekali.. Katanya refund sebelum 72 jam hanya akan dipotong 25% tp saya masih harus bayar seharga 1 tiket yg saya beli....Ulasan LengkapSaya suka sekali bertransaksi utk pembelian tiket di app ini tapi kali ini sangat mengecewakan?? Dlm Pengajuan refundnya sih ga bgtu ribet, tapi pd saat penerimaan dana kembali waow sekali.. Katanya refund sebelum 72 jam hanya akan dipotong 25% tp saya masih harus bayar seharga 1 tiket yg saya beli.. Pertama tidak ada keuntungan buat saya yg ada saya sangat-sangat RUGI, bolak-balik menghubungi CS tapi jawaban dan penjelasan tidak ada yg memuaskan! Saya cuma mau tau hitungan 25% nya bagaimana??","NEGATIF"
"Harnita","Untuk beli tiket pesawat oke sih, tapi kereta not, hari ini pilih kursi ternyata ga ke save dan ga ada tombol savenya akhirnya duduk nya kepisah ????, cukup kecewa sih mungkin bisa di cek lagi UI nya aku pertama kali pake ka traveloka cukup kecewa sih ????","NEGATIF"
"Ovy Wahyuni","Halo traveloka, duh mengecewakan sekali saat booking kamar di salah satu hotel dan ternyata bookingan kamarnya gagal akhirnya di pindahkan ke hotel lain namun saat sampai di hotel ternyata kualitasnya amat sangat mengecewakan ??","NEGATIF"
"Indra Krisna","Mengalami kejadian yg menjengkelkan. Notif baru kalo sukses yg bunyinya centing. Muncul berkali-kali. Bahkan sudah di tutup tapi tetep muncul. Buka aplikasi lain pun langsung kalah sama notifnya. Alhasil harus restart. Itupun susah karena layar berubah notif terus. Please fix it. Its annoying. Sampe...Ulasan LengkapMengalami kejadian yg menjengkelkan. Notif baru kalo sukses yg bunyinya centing. Muncul berkali-kali. Bahkan sudah di tutup tapi tetep muncul. Buka aplikasi lain pun langsung kalah sama notifnya. Alhasil harus restart. Itupun susah karena layar berubah notif terus. Please fix it. Its annoying. Sampe khawatir apa CC ter debet berkali kali.","NEGATIF"
"Rusdi Hasan","Zaman udah serba aplikasi, mau refund tiket bermain aja harus hubungi customer service via telepon, sudah itu ngak ada status laporan/refund. jualan tiket bermain tapi tidak bs di pakai di weekend tanpa ada info klu ngak bs di pakai. Benar benar kecewa...","NEGATIF"
"Agnes Amelia","Saya pengguna traveloka cukup lama dan bisa dibilang sering transaksi, saya mendapat fasilitas paylater. Tetapi kmarin saya transaksi tiket pesawat dengan paylater dengan jaminan refund 100%. tp sy harus membatalkan perjalanan saya dan mengajukan refund & refund yang saya terima tidak full lalu saya...Ulasan LengkapSaya pengguna traveloka cukup lama dan bisa dibilang sering transaksi, saya mendapat fasilitas paylater. Tetapi kmarin saya transaksi tiket pesawat dengan paylater dengan jaminan refund 100%. tp sy harus membatalkan perjalanan saya dan mengajukan refund & refund yang saya terima tidak full lalu saya masih harus membayar instalment di bulan berikutnya. saya sudah telpon cs, tapi jawabannya tidak memuaskan hanya bilang sudah kebijakan, kebijakan yang menguntungkan traveloka tp merugikan customer!","NEGATIF"
"Doddy Darmawan","2 pesanan terakhir lewat aplikasi ini, antara foto/informasi di traveloka tdk sesuai aktual. Perlu selalu di review daftar hotel2 yg ada di aplikasi ini","NEGATIF"
"Arief Rahman","Kenala aplikasi selalu gangguan ya? Kemarin mau cari tiket kereta system gangguang. Skrg mau bayar tagihan air dan listrik system gangguan lagi. Haduuh","NEGATIF"
"Farez Wong","Harusnya paylater bsa di akses oleh smwa provinsi... Tdk pilih pilih...pdhl kepulauan identik dgn penerbangan.. masa ggl hnya krna tggl di kepri.. ngg di jawa.medan dl. Pdhl kmi bth akses mudah dgn ciciln agar bsa menikmati travel ke pulau lain.. smoga traveloka bsa bijak untuk memilih yg mna yg di ...Ulasan LengkapHarusnya paylater bsa di akses oleh smwa provinsi... Tdk pilih pilih...pdhl kepulauan identik dgn penerbangan.. masa ggl hnya krna tggl di kepri.. ngg di jawa.medan dl. Pdhl kmi bth akses mudah dgn ciciln agar bsa menikmati travel ke pulau lain.. smoga traveloka bsa bijak untuk memilih yg mna yg di butuhkn msyaraktya","NEGATIF"
"Beryl Ara","Sy aktifkan pay later krn tertarik sama Promo diskon 25% Dan 50% tapi ternyata ini seperti gak nyata karna ketika Jam dibuka langsung proses sdh gak berlaku, sdh cb beberapa kali tapi tetep zonk","NEGATIF"
"Yohanes Hendri S.","Sejauh ini oke2 aja buat pakai traveloka. Tapi sayang untuk tiket & rute bus nya ternyata belum menjangkau sampai kota kecil, kaya Blora Jawa tengah belum ada. Padahal saya mau pulkam pakai bus ??","NEGATIF"
"AY Gaming","Sampai sekarang belum ada kejelasan, sudah tunggu berapa jam ,bilangnya tunggu 15 menit . Uang udah masuk ke traveloka tapi belum bisa cek in","NEGATIF"
"Yunan Helmi","hati-hati membeli tiket citilink melalui aplikasi-aplikasi online karena harga di tiket dari website citilink tidak tertera sehingga tidak bisa digunakan untuk pertanggungjawaban di kantor","NEGATIF"
"Adhi Kusumo Santoso","Sangat tidak kredible dan menyulitkan para pengguna aplikasi dalam melakukan verifikasi via customer service dengan pemenuhan data yang diminta oleh customer service. No Recommended belanja via traveloka.","NEGATIF"
"Ariz Sakao","aplikasi kontol lah bangsat","NEGATIF"
"Vearlees","Ini aplikasi penipu. Dari kemaren minta di refund susahnya minta ampun. Alesannya selalu lagi nunggu dari pihak po. Selalu disuruh menunggu 30 - 60 menit nanti akan ditelp. Kenyataannya sampe sehari g ditelpon telpon. Satu orang seperti ini dikali 10 orang udah menang banyak anda. UNTUK YANG MAU MEM...Ulasan LengkapIni aplikasi penipu. Dari kemaren minta di refund susahnya minta ampun. Alesannya selalu lagi nunggu dari pihak po. Selalu disuruh menunggu 30 - 60 menit nanti akan ditelp. Kenyataannya sampe sehari g ditelpon telpon. Satu orang seperti ini dikali 10 orang udah menang banyak anda. UNTUK YANG MAU MEMAKAI APLIKASI INI MIKIR 3x. Dari semua komen udah jelas aplikasi ini penipu.","NEGATIF"
"M Mpth","Kalo pesan tiket KA untuk brangkat 1 orang dan pulang lagi 2 orang.. gimana cara pesannya.. 1 x atau 2 x pesan kah?","NEGATIF"
"Bambang Supriyadi","selamat siang traveloka, nama saya bambang supriyadi blacklist di BI dan OJK kata orang BNI, dikarenakan katanya sy ada tunggakan di PT. CATUR NUSA SEJAHTERA / TRAVELOKA. sy tidak merasa mendapat pinjaman dr traveloka tetapi kenapa nama sy jd blacklist di BI dan OJK, apabila nama sy tidak dibersihka...Ulasan Lengkapselamat siang traveloka, nama saya bambang supriyadi blacklist di BI dan OJK kata orang BNI, dikarenakan katanya sy ada tunggakan di PT. CATUR NUSA SEJAHTERA / TRAVELOKA. sy tidak merasa mendapat pinjaman dr traveloka tetapi kenapa nama sy jd blacklist di BI dan OJK, apabila nama sy tidak dibersihkan maka sy juga akan menuntut pihak traveloka karna pencemaran nama baik sy di BI dan OJK. terimakasih","NEGATIF"
"Juslaksmi Dharmapala","Untuk kali ini sy ngga kasih bintang dulu, sy pengguna lama traveloka via aplikasi mobile, sdh seringkali melakukan pemesanan tiket maupun hotel sejak lama, tetapi dari minggu lalu tidak bisa melakukan pemesanan tiket pesawat lewat aplikasi mobile ini, notifikasi mengatakan nama kontak tidak sesuai ...Ulasan LengkapUntuk kali ini sy ngga kasih bintang dulu, sy pengguna lama traveloka via aplikasi mobile, sdh seringkali melakukan pemesanan tiket maupun hotel sejak lama, tetapi dari minggu lalu tidak bisa melakukan pemesanan tiket pesawat lewat aplikasi mobile ini, notifikasi mengatakan nama kontak tidak sesuai dgn email, padahal nama email dan kontak ngga pernah diubah karna tersave dalam aplikasi. Bolak balik nelp cs dan email cs tetap sj ngga bisa. Diperbaiki aplikasinya supaya ngga ditinggal pelanggan.","NEGATIF"
"Nur Aini","Ini pertama kali pakai treveloka. Langsung apes karena saya salah input huruf satu saja. Saya ke cs traveloka dilempar lagi ke citilink. citilink kalau info tidak bs dicetak ulang etiket dan hanya pihak bandara yg kenentukan. Saya sudah request refund dari tgl 7 Oktober 2019. Namun sampai sekarang b...Ulasan LengkapIni pertama kali pakai treveloka. Langsung apes karena saya salah input huruf satu saja. Saya ke cs traveloka dilempar lagi ke citilink. citilink kalau info tidak bs dicetak ulang etiket dan hanya pihak bandara yg kenentukan. Saya sudah request refund dari tgl 7 Oktober 2019. Namun sampai sekarang belum ada refund. Memang infonya selambat2nya 14 hari. Hari ini sudah genap 14 hari. Namun tidak ada kejelasan di via aplikasinya. Harus saya yg telpon ke csnya. Berikut booking id saya 54078079.","NEGATIF"
"Anna Maria Kara Kiesta","maaf , saya mau pakai aplikasinya tp kok tidak bisa ya ? selalu gagal , selalu ada tulidan traveloka macet , silakan hubungi petugas , ini mksdnya gimana ? apa yang harus dilakuin ? di uninstall ta ? trs di install lg ?","NEGATIF"
"netty lina","Sudah ada notifikasi pengembalian dana yg kurang, walau sampai beberapa kali tlp dan email,semoga kedepannya senakin lebih baik dalam memecahkan masalah customer dan coba lihat permasalahan dl. Trimakasi","NEGATIF"
"my chanel hendra Mr","Saya sangat kecewa beberapa hari ini dengan app traveloka. Sering kali Saya mau cari penerbangan tetapi muncul sedang memperbaharui sistem Sistem apa ya? tolong deh jangan biarkan kami pindah ke app tetanga","NEGATIF"
"marlina sridewi","Komplain hotel di malang harga lbh mahal drpd pegipegi 2kali lipat...beli lgsng di hotel jg lbh murah...komplain juga tdk di tanggapi dgn baik...kapok pake traveloka lg...","NEGATIF"
"Ilyasa Ridwan","Mungkin bisa ditambah fitur pembayaran dengan mitra E-money yang lain , seperti Ovo , dana atau yang lainnya , bukan apaÂ² buat lebih lengkap aja fiturnya , terutama di pembayaran","NEGATIF"
"fgs TV","kemarin memesan travel lewat traveloka....pas mesan udah konvirmasi di bagian travel bawa penumpang yg bernama abdu somad akbar batal dalam perjalan...kata bagian travelnya baik..kami udah konvir masi ke bagian travelokanya uangnya akan segera kembali...ttpi apa buktinya uang ga kembali ...kapok aku...Ulasan Lengkapkemarin memesan travel lewat traveloka....pas mesan udah konvirmasi di bagian travel bawa penumpang yg bernama abdu somad akbar batal dalam perjalan...kata bagian travelnya baik..kami udah konvir masi ke bagian travelokanya uangnya akan segera kembali...ttpi apa buktinya uang ga kembali ...kapok aku mesan di travelo cukup sekali lah klw gini kasihan teman saya orang ga mampu malah di tipu dari pihak travel dan traveloka kapok kapok kapok.....bagi kalian yg mau memesan di traveloka hati hati aja","NEGATIF"
"IWAN KURNIAWAN","Admin, app traveloka saya tidak bisa dibuka. Jika saya uninstall kemudian saya install lagi traveloka terbaru.., apakah data paylater (saya pengguna paylater) saya aman? Dan apakah akan bisa dibuka? Karena Sekarang ini saya perlu booking tiket pesawat dan hotel. Mohon saran secepatnya. Jika tdk dire...Ulasan LengkapAdmin, app traveloka saya tidak bisa dibuka. Jika saya uninstall kemudian saya install lagi traveloka terbaru.., apakah data paylater (saya pengguna paylater) saya aman? Dan apakah akan bisa dibuka? Karena Sekarang ini saya perlu booking tiket pesawat dan hotel. Mohon saran secepatnya. Jika tdk direspond, mau tdk mau saya harus pake app lain.","NEGATIF"
"Mardayulis Chaniago","Sungguh merugikan....saya pesan tiket...namun saya salah ketik...yg harusnya jakarta-padang numun terketik padang-jakarta....begitu saya melakukan pembayaran...baru saya ketahui kesalahan saya...dan saya langsung menghubungi traveloka dan maskapai sriwijaya....saran dari traveloka dan maskapai saya ...Ulasan LengkapSungguh merugikan....saya pesan tiket...namun saya salah ketik...yg harusnya jakarta-padang numun terketik padang-jakarta....begitu saya melakukan pembayaran...baru saya ketahui kesalahan saya...dan saya langsung menghubungi traveloka dan maskapai sriwijaya....saran dari traveloka dan maskapai saya rescedule saja...namun ketika direschedule...harga tiket langsung melambung tinggi....akhirnya saya putuskan untuk refund saja...namun refund yg saya ajukan dipotong 800.000....(kiamat pake trveloka)","NEGATIF"
"Fendy Lie","HATI HATI UNTUK KLIK TANGGAL DI TRAVELOKA, SAYA PESAN AWAL TGL 28 PESAN LAGI TGL NYA KEMBALI LAGI JADI 26 NOVEMBER Harus nya kasih waktu dong padagal cuma 1 menit aja masa gak bisa di ubah Saya langsung tlp CS nya tapi udah gak bisa di ubah lagi","NEGATIF"
"Putri Rezeki","Sulit sekali mendapatkan sinyal yang baik jika sedang menggunakan Traveloka, padahal jika menggunakan aplikasi lain, sinyal saya sangat bagus","NEGATIF"
"Sandi Maulana","Entah kenapa selalu ga bisa mengoperasikan Traveloka apps, dengan alasan eror koneksi, padahal Handphone saya koneksi internet nya bagus. 4G++","NEGATIF"
"Merdeka Olwes","Tolong dong,,yang buat di bis nya..di jdwal nya 17.30 berangkat,,tp uda jam 18.32 juga masih blom berangkat.....yang solid aja dong...","NEGATIF"
"gono prayitno","Sistem managemennya masih kacau. Penerbangan saya telat. Ikut penjemputan dan antar malah gak di jemput malah hangus. Kacau..","NEGATIF"
"Anita Firdaus","Travaloka bagus sangat membantu, hanya saja sistemnya perlu diperbaiki lagi jadi pas banyak pengguna ada pemesanan tiket secara serentak sistem tidak down atau eror. Saya agak kurang nyaman karena 2 hari ini selalu seperti itu. Jadi selalu gagal dalam pemesanan tiket lebaran.","POSITIF"
"ER WIN","mantep cs nya responsif dan bisa di telpon..salah transfer 24 juta. yang harusnya 2.4juta .. dalam 2 hari kerja uang langsung dikembalikan.. maklum pembayaran disini masih bank transfer manual kalau bisa ditingkatkan jadi virtual account semua...","POSITIF"
"Sandi Wu","Sy sangat senang dgn adanya aplikasi traveloka yg memudahkan orang untuk mendapatkan ticket pesawat Tanpa Harus repot Keluar Rumah Dan harganya pun sangat mudah di akses secara online 24 jam","POSITIF"
"Cindy Melsiana","Metode pembayaran sangat mudah , tidak seperti aplikasi lainnya , yg ribet menggunakan kartu kredit. Terus tingkatkan kenyamanan dan kepuasan dalam penggunaan aplikasinya ya tarvelokaaaaa...","POSITIF"
"Annapark870@gmail.com Annawahyuning","Ok untuk pemesanan tiket pesawat murah, hotel juga train/KAI. Moga makin ditingkatkan kerja baiknya. Tq Traveloka","POSITIF"
"Ajem Baihaqy","Sangat puas dgn layanannya saat ada masalah tentang pembayaran ganda salah nominal pelayan nya cepat ramah sehingga uang yg salah nominal sdh kami terima.terima kasih Traveloka semoga jaya terus","POSITIF"
"Rina chan","Saat saya sedang diluar kota dn sya khilangan kartu atm saya,traveloka lah yg membantu saya bisa menginap nyaman di hotel dn bisa beli tiket kereta api dgn paylater.. trims traveloka ^^","POSITIF"
"Athif Pollem","Istimewa nih aplikasi sekarang, banyak promo, boking tiket cepet gapake ribet, traveling sama istri jadi ga ribet lagi","POSITIF"
"Isabella Dheasy Christina Putri","aplikasi baik yg banyak kasi aku promo makanan , apalagi ada fitur paylater , wih makin mantap ,thanks ya traveloka","POSITIF"
"lylla prasetyo wibowo","Keren... Banyak membantu dalam mendapatkan hotel dan tiket perjalanan....","POSITIF"
"Fahmi Muhammad","Sangat puas dengan traveloka, tidak pernah ada halangan apapun.","POSITIF"
"fathimah _07","Bagus sih aku pernah mesan di sini tiket pesawat dari Banjarmasin ke Surabaya dan itu oke bangett aku dapat tiket murah untuk aku mau tentuin tanggalnya","POSITIF"
"Liya Liya","Saya berterimakasih dg Traveloka.karena saya mencari tiket semakin lebih mudah. Bahkan ada discon lagi. Pokoknya TOPlah","POSITIF"
"BRILIANT SAPUTRA","Aplikasi sangat bagus dan sangat recomended.. tingkatkan promo promo terbaik","POSITIF"
"Azka Mualim","mantab untuk saya yang suka bepergian, sangat membantu","POSITIF"
"Novita Ritonga","terimakasih banyak applikasinya sangat membantu dan mudah digunakan..","POSITIF"
"Rita Aspitauli","Aplikasi yg sangat bermanfaat untuk browsing tiket dan hotel, jg fitur lainnya yang bermanfaat...","POSITIF"
