"Name","Review","Label"
"Sofyan 32","Booking tiket mudah","POSITIF"
"Neny Maryanah","Mudah dan praktiS","POSITIF"
"Irda Irda","Diskon tiket murah","POSITIF"
"Iirfandy Gunawan","Mudah dan gampang","POSITIF"
"Aris nur candra","Memudahkan pemesanan","POSITIF"
"Hani Kondi","Transaksinya cepat","POSITIF"
"Henri","Moga banyak promo y boss","POSITIF"
"Soekarno Fahlevi Galunggung","mudah pemakaiannya","POSITIF"
"zayyina sholihah","Cepat dan mudah","POSITIF"
"Aby Riestanti","Sukaaa bgt sama promonya","POSITIF"
"Asep Komarudin","Dear bagian marketing tolong tambah kota Tasikmalaya di promo diskon hotel, saya suka nginap dan menggunakan aplikasi ini tapi belum pernah ada diskon hotel di daerah saya Tasikmalaya, mohon di tambahkan kota Tasikmalaya dalam promo diskon hotel. Terima kasih. Kalau sudah ada saya kasih bintang 5","NEGATIF"
"yudha cirebon","Aplikasi gak jelas 2 x org tua sy transaksi booking hotel uang udh dibayar tp malah pihak hotel bilang gak ada booking atas nama ortu sy yg kedua malah bilang udh gak kerja sama lagi.. Begitu complain lewat email cs malah udh 1 minggu lebih gak ada jawaban...ini maksudnya apa???","NEGATIF"
"Aisyah Fajrina","Sangat terpercaya","POSITIF"
"ghumaysa syadza","Kita coba dulu ya","POSITIF"
"Goey Yozeph","Lebih murah dan cepat","POSITIF"
"Yusriansyah Bp","Cepat dan praktis","POSITIF"
"Dani Irawan","Oke bayar manual","POSITIF"
"Kuddus Kadir","Pesannya gampang","POSITIF"
"Rochman Frinscha","Mantaaaaaap sekali","POSITIF"
"Edward Baginta","Pagi Pegi..saya kasih bintang 1 dulu.. saya menunggu nunggu promo anda hari ini loh yang disc tiket pesawat s/d 50% jam 11.00 - 13.00 tapi ketika dicoba malah system error..padahal sebelumnya 5 menit sebelum promo aktif masih bisa buka reservasi penerbangan..tolong diperbaiki systemnya..nanti anda k...Ulasan LengkapPagi Pegi..saya kasih bintang 1 dulu.. saya menunggu nunggu promo anda hari ini loh yang disc tiket pesawat s/d 50% jam 11.00 - 13.00 tapi ketika dicoba malah system error..padahal sebelumnya 5 menit sebelum promo aktif masih bisa buka reservasi penerbangan..tolong diperbaiki systemnya..nanti anda kalah sama app sebelah lainnya..😁","NEGATIF"
"Rewa ashter22","Dana refund belum di bayarkan... Admin tolong dana saya di kembalikan krn sdh 30 hari masa kerja saya refund, di telpon susah banget, di email tidak membalas, apa ini maksudnya. Sya pesan tiket 7 org utk tujuan semarang tgl 9 oktober utk kberangkatan tgl 14, krn acara di undur terpaksa tiket sya ref...Ulasan LengkapDana refund belum di bayarkan... Admin tolong dana saya di kembalikan krn sdh 30 hari masa kerja saya refund, di telpon susah banget, di email tidak membalas, apa ini maksudnya. Sya pesan tiket 7 org utk tujuan semarang tgl 9 oktober utk kberangkatan tgl 14, krn acara di undur terpaksa tiket sya refund. Dan ini sdh 30 hari lebih blum ada konfirmasi dari pegi2. Sya jg sdh coba datangai kantor lion air, tp mereka bilang hubungi pihak apk tmpat pembelian tiket. Saya tunggu niat baik pihak pegi2..","NEGATIF"
"Mega Susanty","Lancar dan cepat mantabbb","POSITIF"
"windu priadi","Mudah di gunakan","POSITIF"
"Adityo Sentoso","Cepat dan mantab","POSITIF"
"Budha Mario","Simple dan mudah","POSITIF"
"Elsa Wanda","Belum kesimpan di aplikasi","NEGATIF"
"Riza Abidi Maulana","Bagus sekali,","NEGATIF"
"adi tri","Mantabs, respot cepat","POSITIF"
"Agung Pascasuseno","Nyaman digunakan","POSITIF"
"Soediono Soediono","Seru dan praktis","POSITIF"
"Dharma Oratmangun","Cepat dan Praktis","POSITIF"
"Ican M.Fardiansyah","Simpel dan peraktis","POSITIF"
"Hendri Kurniawan","Katanya ada promo diskon 50% semua maskapai dan semua waktu penerbangan tanggal 7 oktober jam 11.00 dan 14.00 Pas dibuka jam segitu aplikasi malah eror dan kesalahan sistem katanya, trus pas liat kupon tidak tersedia. Dan saat saya cari tiket pesawat, yang keluar malah tulisan "" penerbangan tidak te...Ulasan LengkapKatanya ada promo diskon 50% semua maskapai dan semua waktu penerbangan tanggal 7 oktober jam 11.00 dan 14.00 Pas dibuka jam segitu aplikasi malah eror dan kesalahan sistem katanya, trus pas liat kupon tidak tersedia. Dan saat saya cari tiket pesawat, yang keluar malah tulisan "" penerbangan tidak tersedia"" Itu maksudnya apa??","NEGATIF"
"neng putri ayunda","Jelek banget. Gw pertama kali pake pegipegi lagi cari hotel di Purwakarta, udah masukin data tinggal bayar, pas bayar di indomaret terdekat malah dapet email kalo kamar udah penuh. Minta refund proses nya ribet. Live chat nya ga bener. Email gak di bales. Di tlp ampe abis pls banyak juga msh lama. K...Ulasan LengkapJelek banget. Gw pertama kali pake pegipegi lagi cari hotel di Purwakarta, udah masukin data tinggal bayar, pas bayar di indomaret terdekat malah dapet email kalo kamar udah penuh. Minta refund proses nya ribet. Live chat nya ga bener. Email gak di bales. Di tlp ampe abis pls banyak juga msh lama. Kalo udah abis tuh kasih tau pas sebelum bayar tai bukan pas udah bayar malah ngeribetin orang Jangan download nyesel. Kalo ada bintang 0 gw kasih 0","NEGATIF"
"Hendy Chairman","Melakukan pemesanan kamar hotel, tetapi sampai tempat hotel tersebut penuh. Proses refund juga sangat lama dan bertele tele, sampai sekarang belum ada kejelasan mengenai proses refund nya.","NEGATIF"
"Dedi Kahendra","Sangat memuaskan","POSITIF"
"nurhadi ulhag","Terima kasih","POSITIF"
"erika marliawati","Pegi2 keren.. Promonya sllu ok, diskonnya jg ok.. Sya dlu pengguna aplikasi ""sblh"". Tp stlh ngerti promo pegi2 lebih ok, jd skrg sya jd pengguna setia pegi2.. Hehhehee","POSITIF"
"Dewi Riani","mudah dan praktis","POSITIF"
"supriadi lie","Harga terjangkau","POSITIF"
"adi sularso","Mudah dan praktis","POSITIF"
"ramli n","Mudah dan handal","POSITIF"
"Wismar Djaelani","Mantap dan murah","POSITIF"
"Nur Hayati","Mudah dan cepat","POSITIF"
"ulis aja","Thanks pegi pegi","POSITIF"
"rico afrinando","app sudah bagus, harga lebih rendah dari kompetitor, TAPI tolong di tambah opsi virtual account, seperti bank bni mandiri dan bri sangat sulit melakukan pembayaran kalau pembelian diatas jam 7 malam, hanya bisa melalui virtual account bank bca. terima kasih","POSITIF"
"Muhammad Iskandar Zulkarnain","Harga tiket pesawat yg ditampilkan tidak sesuai dengan aslinya, ketika sudah isi data penumpang dan lanjut ke pembayaran baru harga aslinya muncul dengan keterangan bahwa harga maskapai sudah berubah. Padahal berkali-kali di refresh harga tiket pesawatnya tetap tidak berubah.","NEGATIF"
"Mas Adisatia","Jangan download aplikasi hotel ini. Proses refund mengecewakan. Sy sangat dirugikan. Traveloka walau tulisan tidak bisa refund tapi jika ada kesepakan dari pihak hotel utk refund krn alasan tertentu tetap bisa refund. CS pegi2 benar2 malas untuk membantu keluhan customer yang terkendala. Sy mau refu...Ulasan LengkapJangan download aplikasi hotel ini. Proses refund mengecewakan. Sy sangat dirugikan. Traveloka walau tulisan tidak bisa refund tapi jika ada kesepakan dari pihak hotel utk refund krn alasan tertentu tetap bisa refund. CS pegi2 benar2 malas untuk membantu keluhan customer yang terkendala. Sy mau refund CSnya ada yang bilang bisa ada yg bilang tidak. Trus telepon dimatikan berbelit2. Sy kecewa bye pegi2","NEGATIF"
"Khori Abd","Harga bersaing, tapi belum ada pilihan multi-kota, sehingga merepotkan kalau harus transaksi dua kali dalam satu jadwal kerja ke kota2 yg berbeda","POSITIF"
"Supri Yono","Pesan bisa cepat","POSITIF"
"Ida Aidha","Makasih pegi pegi sy dapat disc","POSITIF"
"candra yogi","Sangat memuaskan","POSITIF"
"black lotus","Bagus dan mudah","POSITIF"
"Novi Kurniawan","Lumayan membantu","POSITIF"
"Rezza Resna","Sangat membantu'","POSITIF"
"andry tn","Gampang dipake","POSITIF"
"Arline","Mohon maaf Tadi nya saya Mau pesen hotel dalam satu minggu lewat app pegi pegi. tapi setelah baca komentar orang lain tidak ada yg bagus. Jadi takut seperti yg lainnya..terimakasih atas infonya.","NEGATIF"
"Erica Natalia","Uang refund tiket pesawat saya blm dikembalikan dr pihak pegi pegi. Pdhl dr pihak maskapai sudah kembalikan dr 1bln lalu sy dikasih dr pihak citilink bkti tf ke pegi2nya , tp dr pegi2 blg proses maskpai , sy merasa di bohongin dan jawaban dr cs nya cmn tunggu2 tanpa kejelasan. Sy jg butuh uang itu","NEGATIF"
"Amri","Setelah membaca ulasan2 diatas, mohon maaf saya jadi ragu dg aplikasi ini. Padahal sdh lama terinstall di HP saya...tadimya malam ini mau pesan tiket pesawat untuk 3 orang dan boking hotel di medan. Maaf jadi ga mau ada masalah seperti yg lain. Terima kasih smoga semakin profesional kinerjanya, upda...Ulasan LengkapSetelah membaca ulasan2 diatas, mohon maaf saya jadi ragu dg aplikasi ini. Padahal sdh lama terinstall di HP saya...tadimya malam ini mau pesan tiket pesawat untuk 3 orang dan boking hotel di medan. Maaf jadi ga mau ada masalah seperti yg lain. Terima kasih smoga semakin profesional kinerjanya, update informasi dan terpercaya.","NEGATIF"
"R.J Ampulembang","Sangat membantu","POSITIF"
"Akun Vivo","Sangat membantu","POSITIF"
"Aan Andreas","Sangat membantu","POSITIF"
"mang cek gaming","Ok dah poko nya","POSITIF"
"mochamad ramly","Sangat membantu","POSITIF"
"AGOES MANALOE","Sangat membantu","POSITIF"
"Jun Nippon","sangat membantu","POSITIF"
"Graff Boget","Sangat membantu","POSITIF"
"Adnan Sukmana Pratama","Sangat membantu","POSITIF"
"acie yeoo","Sangat membantu","POSITIF"
"Dian Radian","Sangat membantu","POSITIF"
"amos opang","Murah banyak discount","POSITIF"
"Dwi Astuti","Sangat membantu","POSITIF"
"Gudang Gamers","Sangat membantu","POSITIF"
"Furqanul Hakim","Banyak diskonnya","POSITIF"
"ACC Ayo Coba Coba","Sangat membantu","POSITIF"
"wen dy","Mudah digunakan","POSITIF"
"Film Kartun","Saya uda berapa kali booking hotel & pesawat di pegi pegi tapi kok saya tidak pernah dapat Pepepoin...? Pada hal ada pemberitahuan sebelm membayar anda akan mendapatkan pepepoin sekian setelah menyelesaikan pembayaran tapi saya tidak mendapatkan poin apapun","NEGATIF"
"Lesvita Manalu","Auto uninstal nih kayanya. Masa dong kasih jadwal promo sy ikutin smpe 3 jadwal eh malah perbaikan jaringan terus. Giliran bisa, discountnya malah dikit banget. Ampunn. Aplikasi lain gk discount jg gk segitu harganya wkwk. Gak bisa dipercaya nih.","NEGATIF"
"Javier Saviola Sinuraya","Saya sangat kecewa dalam promo yg diselenggarakan oleh PegiPegi. Promo start jam 11 siang tapi server eror, saya trus mencoba tidak bisa juga. Akhir saya putusan saya menyerah dan membuang waktu saya. Bye PegiPegi (uninstall).","NEGATIF"
"samuel fernando","Kecewa terhadap aplikasi pegi pegi bahwa saya dapat diskon tetapi tidak bisa di gunakan lalu kembali ke layar bagian booking tiket kereta api, tolong di perbaiki karna saya ingin membooking kereta tersebut!!!! Terimakasih!","NEGATIF"
"Imma Nurul","Proses REFUND tidak ada kejelasan,bulan tgl 2 oktober 2019 REFUND krn memang ada pembatalan dr maskapainy, eh hingga 02 november 2019 aplikasi dihubungin via tlp ataupun chat live bahkan email no responss... Mohon dong di perbaiki,sebagai pelanggan sya kecewa Sya prnh REFUND pake aplikasi lain respo...Ulasan LengkapProses REFUND tidak ada kejelasan,bulan tgl 2 oktober 2019 REFUND krn memang ada pembatalan dr maskapainy, eh hingga 02 november 2019 aplikasi dihubungin via tlp ataupun chat live bahkan email no responss... Mohon dong di perbaiki,sebagai pelanggan sya kecewa Sya prnh REFUND pake aplikasi lain responsny baik dan konsisten dengan ketentuan 30hari","NEGATIF"
"silvester rommy","Hari ini ada pengalaman buruk, saya sudah lama menggunakan aplikasi ini. Saya booking tiket jam 17.15 TAPI setelah dibayar tiketnya 07.10 pagi. Saya hubungi CSnya dia hanya beri nomor maskapai. Mungkin dalam waktu lama saya tidak menggunakan aplikasi ini karena saat aplikasi error mereka kurang mau ...Ulasan LengkapHari ini ada pengalaman buruk, saya sudah lama menggunakan aplikasi ini. Saya booking tiket jam 17.15 TAPI setelah dibayar tiketnya 07.10 pagi. Saya hubungi CSnya dia hanya beri nomor maskapai. Mungkin dalam waktu lama saya tidak menggunakan aplikasi ini karena saat aplikasi error mereka kurang mau membantu!","NEGATIF"
"Frencho Agustinus Sitanggang","Seru dan murah","POSITIF"
"Herman To","Sangat membantu","POSITIF"
"Dwiki Putra","Sangat Membantu","POSITIF"
"hardianto amsyah","Sangat membantu","POSITIF"
"Olivia Sasca","Sangat membantu","POSITIF"
"Arsyad Zaid","Cepat dan murah","POSITIF"
"Adam Erkhansyah","Sangat membantu","POSITIF"
"Hary Glass","Sangat membantu","POSITIF"
"Nelma Lating","Oke punyaaa dah gak rugi","POSITIF"
"novan niken","Enak dan Mudah","POSITIF"
"aphink tea","Sangat membantu","POSITIF"
"boss lukman","Sangat Membantu","POSITIF"
"richard chandra","Sangat membantu","POSITIF"
"seqoteng 21","Membantu sekali","POSITIF"
"hafidz lail","Sangat membantu","POSITIF"
"Rio Novia","Sangat membantu","POSITIF"
"Ahong Antonio","Pelayanan sangat burukkkkk ... Di telpon ke cs diminta code pesanan lagi asik2 baca code pesanan eh malah dimatiin  Di live chat dari jam 12 sampe sekarang belum dibalas di email dari jam 2 sampe sekarang dibalas . sekarang di telpon malah eh malah dimatiin . Kayak ga ada tata kramanya. ... l...Ulasan LengkapPelayanan sangat burukkkkk ... Di telpon ke cs diminta code pesanan lagi asik2 baca code pesanan eh malah dimatiin Di live chat dari jam 12 sampe sekarang belum dibalas  di email dari jam 2 sampe sekarang dibalas . sekarang di telpon malah eh malah dimatiin . Kayak ga ada tata kramanya. ... lagi asik ngomong eh dimatiin gitu aja ditelpon lagi ga bisa ... cs atas nama hendrik tolonggg bantuan nya adminnn","NEGATIF"
"Matthew Sapan","Daftar katanya harus masukin alamat email pas sy mau check di email ternyata Ke leg out sendiri begitupun saat mau coba daftar lagi juga sama mau check di email malah ke log out sendiri AH APLIKASI GAK GUNA !!","NEGATIF"
"firky iman","Jd lebih cepat","POSITIF"
"Ninik Oktaviyani","Coba dulu yaaa","POSITIF"
"Suhardi Guba","Perbanyak promo nya","NEGATIF"
"Dean geo","Promo hotel kurang","NEGATIF"
"Auddie Vieneza","hubungi cs baik itu email, live chat, dll lama sekali responnya, sampai heran saya. Dan utk refund atau proses reschedule hotel, ya ampun susah sekali,benar2 saya menyesal sekali pakai aplikasi pegi pegi ini, menyesal sekali","NEGATIF"
"LALU CHANNEL","ribet d registrasi sj utk pemula","NEGATIF"
"FATHIYAH isthinari","Murah n praktis","POSITIF"
"Lulu Ferdiani","Layanan cepat","POSITIF"
"Aman Aman","Fiturnya tolong ditambah","NEGATIF"
"Bujang Wiryaatmaja","Harga termurah","POSITIF"
"Elsa Aviventi","murah bgtttt dan mudah🥰","POSITIF"
"Moko Saj","Baik sekali.","POSITIF"
"arro zaqi","Semoga manfaat","POSITIF"
"kevin kegaan","Harga bersaing","POSITIF"
"Harmada Nur Listyantopo","Banyak promonya","POSITIF"
"Masdar Saad","Harga bersaing","POSITIF"
"syafi'i Imam","Mudah dan murah","POSITIF"
"Imah","Banyak promo nyaa","POSITIF"
"Kayah Kayah","Cepat & mudah","POSITIF"
"sari devita","Baru kali ini kecewa dgn pegi2, setelah konfirmasi OTP kartu cc, harga berubah tnp konfirmasi/notif di awal dr pihak pegi2,ckp kecewa harga tiket jadi lbh mahal dr harga normal yg tertera (dr psw Batik) yg dibeli Citilink awal harga 1,3 juta, setelah bayar dan print ulang beda dari harga menjadi 1,8...Ulasan LengkapBaru kali ini kecewa dgn pegi2, setelah konfirmasi OTP kartu cc, harga berubah tnp konfirmasi/notif di awal dr pihak pegi2,ckp kecewa harga tiket jadi lbh mahal dr harga normal yg tertera (dr psw Batik) yg dibeli Citilink awal harga 1,3 juta, setelah bayar dan print ulang beda dari harga menjadi 1,8 jt hrg nrml 1,7 jt ini lbh malah dr hrg normal, pembelian ke 2 saya beli lagi gak masalah, br sadar stlh di print untk klaim kntr,sdh komplen jawaban bertele2, kapok pk pegi2 lgsng uninstal,","NEGATIF"
"Nanda Lamendra","PROSES REFUND LAMA Sudah mengajukan refund di bulan september, baru di follow up bulan oktober, dan harus tunggu lg 30 hari kedepan, aplikasi sebelah refund butuh waktu 4 hari dana cair, follow up nya mengecewakan","NEGATIF"
"Kevin Situmorang","Transfer ATM nya jamnya dibatasi,sampe jam 20.00 an lagi, udah begadang buat nyari tiket, yakali anak kost punya kartu kredit, kalo punya, ya palingan anak Sultan doang, payahh ah...","NEGATIF"
"Hasman Sianus","Bagus n cepat","POSITIF"
"Achmad Riyadi","Ok banget deh","POSITIF"
"Utama Teguhwibawa","Bagus n mudah","POSITIF"
"John Franky","Bagus n clear orderan tiketnya","POSITIF"
"marten puyo","Aplikasi Dah Ok Bangat.. aplikasi mudah bertransaksi..meski baru pertama menggunakan aplikasi ini terasa bangat respon cepat terhadap pengguna.. Promo Langsungnya sangat meringankan..Apalagi bayarnya pakai BCA Virtual Acount.. Gak nyampe hitung menit sudah langsung Notification Eticket masuk.. Good....Ulasan LengkapAplikasi Dah Ok Bangat.. aplikasi mudah bertransaksi..meski baru pertama menggunakan aplikasi ini terasa bangat respon cepat terhadap pengguna.. Promo Langsungnya sangat meringankan..Apalagi bayarnya pakai BCA Virtual Acount.. Gak nyampe hitung menit sudah langsung Notification Eticket masuk.. Good..Good...and the Best Aplication..","POSITIF"
"pelangi senja","Susah booking, susah bayar, lebih bagus versi lama, kalo bisa tiru dikit aplikasi traveloka or tiket,dimana bookingkan tiket bisa hold sekitar 2jam,jadi kalo tindis kluar bookingnya msh ada, ini kalo blm bayar musti booking dr awal, alasan booking pake pegipegi cm krn ada potongan kerja sm dgn tsel,...Ulasan LengkapSusah booking, susah bayar, lebih bagus versi lama, kalo bisa tiru dikit aplikasi traveloka or tiket,dimana bookingkan tiket bisa hold sekitar 2jam,jadi kalo tindis kluar bookingnya msh ada, ini kalo blm bayar musti booking dr awal, alasan booking pake pegipegi cm krn ada potongan kerja sm dgn tsel, kalo ga malas skali buka ini app","NEGATIF"
"Yunie Wang","E tiketnya skrg lama bgt gak masuk ke email, ditlpon lama nyambung,mending aplikasinya ada menu kirim etiket sndri aja. Jadi gak nunggu lama. Harga boleh la promo tp mohon diperbaiki dari segi menu aplikasi.","NEGATIF"
"Erlysyaputra 0828","pelayanan ok","POSITIF"
"Hanto Tai Lung","Saya tidak mengerti menggunakan apk online ...kalau beli tiket biasa kan ada bentuk fisik tiket nya...kalau yg ini ada gak bukti tiket nya berupa apa?tolong di jelasin maaf kurang ngerti","NEGATIF"
"Fajar Sidiq Al Afghani Noerman","Sudah update, tapi muncul tulisan terjadi kesalahan, tidak bisa digunakan untuk pesan dan melihat riwayat. Segera perbaiki.","NEGATIF"
"yudi susanto","Bagus sekali","POSITIF"
"sang pijar","Bagus,cepat dan mudah","POSITIF"
"Afifah Shakillah","Bagus sekali","POSITIF"
"Tri Sulasmii","Bagus sekali","POSITIF"
"lukineo hakeem","Murah meriah","POSITIF"
"R Anjar","tolol .. pesen malem jam 12 ga bisa pilih bank transfer adanya atm transfer ke permata ,, udah dicoba berkali kali ga bisa didaftarin melalui m banking , bener bener mesti ke Atm ? tolol tolol org ada mbanking malah ga bisa , bisanya yg atm transfer .. lo ajah ke atm sono jam 12 malem .. nah mau uba...Ulasan Lengkaptolol .. pesen malem jam 12 ga bisa pilih bank transfer adanya atm transfer ke permata ,, udah dicoba berkali kali ga bisa didaftarin melalui m banking , bener bener mesti ke Atm ? tolol tolol org ada mbanking malah ga bisa , bisanya yg atm transfer .. lo ajah ke atm sono jam 12 malem .. nah mau ubah cara pembayaran ga bisa dibatalkan nunggu 1 jam .. kamar yg mau dipesen udah kosong nyangkut di pembayaran .. haduh tolol ,, bagian aplikasi mikir dikit pake otak ngerjainnya .. jngn bkin susah","NEGATIF"
"agung Firmansyah","Bagus harga murah2","POSITIF"
"Anton Widodo","Tingkatkan promonya","POSITIF"
"Rangga Putra Angkola Siagian","Oke mantap cepat","POSITIF"
"Muhammad Dafi Siddiq Aldisahr","mantap mempermudah","POSITIF"
"Eka Permana Putra","Aplikasi travel paling goblok, bangsat lah.....mau boking,error terus....ada diskon aplikasi langsung error, niat gak sih jualan sama konsumen!!!! Bangsat gw uninstall ini aplikasi pake yg laen aja","NEGATIF"
"Kaum Sarungan","Pengen bermalam tapi gak ada dana,kami punya solusinya ...buka google maps cari masjid terdekat ,setelah itu hubungi marbot setempat dan titipkan barang² berharga anda..dan selamat menikmati malam anda...hh","POSITIF"
"deni siswanto","Pegi pegi ini terhitung seperti penipuan,saya pada tgl 9-11-2019 berada di malang dan mencari hotel terdekat lewat aplikasi pegi pegi,dan hasilnya muncul hotel terdekat reddoor,ketika sudah saya pilih dan bayar,saya menuju hotel terdekat itu,ternyata sesampainya dihotel,di beri info kalau bukan hote...Ulasan LengkapPegi pegi ini terhitung seperti penipuan,saya pada tgl 9-11-2019 berada di malang dan mencari hotel terdekat lewat aplikasi pegi pegi,dan hasilnya muncul hotel terdekat reddoor,ketika sudah saya pilih dan bayar,saya menuju hotel terdekat itu,ternyata sesampainya dihotel,di beri info kalau bukan hotel itu yang saya pesan,dan hotel itu ternyata di medan,bagaimana bisa saya pesan pegi pegi cari hotel terdekat di malang malah yg keluar di hotel medan,cs pegi pegi juga gak bisa bantu,uang gak balik.","NEGATIF"
"Jeheskiel Tetjuari","Proses pemesanan akurat, cepat dan harga tiket lebih bersaing","POSITIF"
"wiwi afrilia","Mantap aplikasinya","POSITIF"
"wahyu","Bagus sih...tapi waktu yg dikasih untuk menyelesaikan pembayaran kecepatan masa cuma 1 jam😥, jd kebirit2","POSITIF"
"vhalent sitanggang","Kasih promo tanggal 3 dan 7 okt..pas sudah ditunggu tunggu jam nya.. Keterangan penerbangan tidak tersedia. Aplikasi error.. Ga usah kasih promo!!! Penipuan namanya!! Penipuan publik.","NEGATIF"
"Kimfo 27022019","Beda harga print out tiket,ketika di claimt katanya aturan aplikasi,jadi bukan dapet untung malah buntung,hati2 kejebak harga nya,buat tiket reimburse,bisa kena periksa BPK krn hasil print out maskapai berbeda sama hrg yg di emailkan pegi2 Kesan nya nipu jadi nya","NEGATIF"
"Aziza Anisa","Aplikasi yg tidak merugikan konsumen pokonya dapat diandalkan untuk liburan🤗🤗kalau bisa lebih diperbanyak diskonnya","NEGATIF"
"lugi Ti","Harga lebih murah","POSITIF"
"JUNAEDI ABDILLAH","Harga lebih murah","POSITIF"
"Nci Setiawan","Harga lebih murah","POSITIF"
"Olvi Kumayas","Sangathhh membantu","POSITIF"
"Irawati alman","Harga lebih murah","POSITIF"
"Wachidin Muchtar","Cepat dan mudah","POSITIF"
"disini stationary","Murah+bagus","POSITIF"
"bobby buffon Cliçhé","Aktual terpercaya","POSITIF"
"Agi Pratama","Terbantu sekali","POSITIF"
"Ecca Salsabilla","Kok lbih murah yaa","POSITIF"
"Mu Febrian","proses refund lama bertele tele... aplikasi disebelah 2 hari cair.. di sini 3 bulan plus 14 hari.... perbaikin manajemennya payah bgt.. pantasan kalah saing sama aplikasi sibiru..","NEGATIF"
"Desri ani","Tiket ke Palembang lumayan murah,,daripada di aplikasi lain gak pernah turun harga tiket kepalembang,transaksi pembayarannya gak ribet dan cepat,,thank you pegi-pegi,semoga makin banyak diskonnya","POSITIF"
"Adi Wijaya","Pertahankan","POSITIF"
"tomisa edward","Respon dr pegi-pegi cepat","POSITIF"
"Bejo Waluyo,SE","Ok Banget lho","POSITIF"
"Desy Keisya","Tolong donk email saya di respon,,bolak balik kirim ke email ga pernah ada balasan. Soal pembatalan hotel,,uang refund nya sudah dikirim apa belum?? Soalnya di notif belum ada transferan uang masuk.","NEGATIF"
"Daiyana Naa","Harganya murah2","POSITIF"
"asiyah isah","App tiket termurahh","POSITIF"
"nina rostiana","Memudahkan","POSITIF"
"Bayu Semilir","Saya mau booking tiket, tapi jaringan internet tidak tersambung. Padahal download, sosmed, youtube, game online semua terbuka dan stabil. Mohon perbaikan.","POSITIF"
"Charles Novanto","Mudah , tidak ribet , cepat , dan murah , verygood","POSITIF"
"Mutia Rahmi Dewi","Mantul banyakin diskon ke pdg tapi","POSITIF"
"Agus Tiar","layanan pelanggan tidak menyelesaikan masalah karena jawaban nya hanya bisa bilang seperti ini : Mohon maaf atas ketidaknyamanannya. Perihal hal tersebut akan kami jadikan evaluasi ke depan agar menjadi lebih baik lagi.","NEGATIF"
"Endang Purwanti","Mudah dan cepat..","POSITIF"
"Floren Sihombing","Sabgat membantu","POSITIF"
"Dikdik Garyani","Pilem yang hot","POSITIF"
"ciamee amee","Murah tiketnya","POSITIF"
"andhi andhika","Pegi pegi top bgt","POSITIF"
"Nendra Irawan","Tolong banyakin promonya","POSITIF"
"Indriana Sapta","Membatu sangat","POSITIF"
"Efda Issan","Pegi2 hargax keren…","POSITIF"
"jevril hutapea","Sangat membantu","POSITIF"
"aris munthe","Setiap promo pasti error, hanya penipuan publik, lebih baik pegi2 ga usah buat promo lagi. Dasar aplikasi pemberi harapan palsu, contoh traveloka kalo promo ya promo. Traveloka is the best","NEGATIF"
"Get Tha","Sangat senang sekali byk promo murah terutama utk hotel,tks pegi pegi","POSITIF"
"Jona Rosalia","Bnyk promo nya","POSITIF"
"Amor Delamorta","Coba dipastikan sudah berfungsi atau belum utk bayar pakai cc, saat masuk ke otp bank aplikasinya malah balik kehalaman pegi2. Coba dicek deh. Kode otp byk bgt ga bisa digunakan.yg ad diblockir bank krna dikira penyalah gunaan.","NEGATIF"
"Niken Wulandari","aku kasih bintang 5 full, semoga makin banyak vocher dan mudah dapet discont , jgn semakin sering digunkan semakin pelit diskon dan harga makin naik seperti aplikasi sebelah ....","POSITIF"
"Saudah Sdh","Saya sangat kecewa dengan pegipegi karena saya memesan hotel tapi katanya tidak ada no booking padahal sudah membayarnya diindomaret terdekat tapi dari pihak hotel katanya tidak pembayaran bahkan tidak ada no booking Tolong piha pegipegi gimana ini kerugian saya.","NEGATIF"
"stephen sihombing","Cepat dan mudah.",""
"Rusmaladewi","Payah, tidak bisa pesan pada saat diskon padahal sudah menunggu sampe waktunya tiba, malah penerbangannya tidak ada. Apa apaan","NEGATIF"
"Setyo Utomo","Wah setelah baca byk sekali refund bermasalah dan support cs yg dipertanyakan, gak jadi install dah.","NEGATIF"
"Femy Saru","Okelah sip","POSITIF"
"Satya Baim","Mantappp semoga banyak disconut","POSITIF"
"rizky lestari kusuma putri","Harganya lebih muraaah","POSITIF"
"MayLily Pratama","Mau bayar pake kartu kredit citi bank.. setiap mau verifikasi OTP aplikasi nya malah ke halaman detail pesanan.. gitu terus padahal hp udah d restart.. tolong dibetulkan baru saya kasih bintang 5","NEGATIF"
"Prita Kusuma","Berasa di PHP. Nunggu tgl 7 mau pesan tiket, pas jam nya promo langsung kesalahan sistem. Penerbangan tidak trsedia..saya pantau dr awal bln malah lebih murah pas gak heboh iklan promo..yasudah wasalam..uninstal","NEGATIF"
"kudri chaniago","Tidak sip..masalah uang refundnya ga beres,,padahal aku sudah telephone pihak maskapai nya..bahwa uangnya sudah di kembalikan ke pihak pegi2...","NEGATIF"
"Ruli Nano","PegiPegi membantu bgt untk liburanku,jauh hari sdh pesan tranport n penginapan bersama PegiPegi dan yang paling penting harganya murah dibanding yg lain.trimkash PegiPegi buat perjalanan wisata saya jadi praktis dan murah dan sering banyak promo.","POSITIF"
"JONI LUKMAN","Appnya keren","POSITIF"
"Mutia Winarti Makalawo","bookingnya cepat,harganya lebih murah dari pada yg lain😊,trimakasih pegipegi","POSITIF"
